位置,手牌,大桶,FullEV,DLEv,DLEv_corrected,DLEv偏差%,修正后偏差%
IP,9c6c,桶3:中等成牌,14.27,16.94,14.10,+18.7%,-1.2%
IP,9d6d,桶3:中等成牌,14.27,16.94,14.10,+18.7%,-1.2%
IP,9h6h,桶3:中等成牌,14.27,16.94,14.10,+18.7%,-1.2%
IP,7c5c,桶5:常规强听牌,15.77,10.88,13.31,-31.0%,-15.6%
IP,7d5d,桶5:常规强听牌,15.77,10.88,13.31,-31.0%,-15.6%
IP,7h5h,桶5:常规强听牌,15.77,10.88,13.31,-31.0%,-15.6%
IP,5c4c,桶5:常规强听牌,16.06,10.78,13.19,-32.9%,-17.9%
IP,5d4d,桶5:常规强听牌,16.06,10.78,13.19,-32.9%,-17.9%
IP,5h4h,桶5:常规强听牌,16.06,10.78,13.19,-32.9%,-17.9%
IP,9d9c,桶3:中等成牌,16.15,20.37,16.96,+26.1%,+5.0%
IP,9h9c,桶3:中等成牌,16.15,20.37,16.96,+26.1%,+5.0%
IP,9h9d,桶3:中等成牌,16.15,20.37,16.96,+26.1%,+5.0%
IP,9c7c,桶5:常规强听牌,16.51,11.87,14.51,-28.1%,-12.1%
IP,9d7d,桶5:常规强听牌,16.51,11.87,14.51,-28.1%,-12.1%
IP,9h7h,桶5:常规强听牌,16.51,11.87,14.51,-28.1%,-12.1%
